playerId,playerName,club,position,gamesPlayed,goals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,tackles,errorLeadToGoal,cleanSheet,interceptions,errorLeadToShot,penaltyConceded,ownGoals,dribbledPast,clearances,totalPasses,bigChancesCreated,accurateFinalThirdPasses,accurateLongBalls,assists,accuratePassesPercentage,inaccuratePasses,accurateOppositionHalfPasses,accurateCrossesPercentage,saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,savedShotsFromOutsideTheBox,runsOut,successfulRunsOut,goalsConcededInsideTheBox,penaltyFaced,penaltySave,goalsConcededOutsideTheBox,highClaims,yellowCards,aerialDuelsWon,minutesPlayed,possessionLost,redCards,aerialDuelsWonPercentage,wasFouled,groundDuelsWon,totalDuelsWon,fouls,matchesStarted,groundDuelsWonPercentage,totalDuelsWonPercentage,dispossessed,rating
1105838,Max,Cuiabá,M,17,2,36,5.56,3,0,0,1,8,0,0,2,0.0,6,16,0,0,0,0.0,26.09,12,0,2,0,27,0,3,12,0,0,0,6,28,488,2,134,27,1,76.64,114,252,18.18,0,0,0,0,0,0,0,11,0,0,2,0,1,7,1312,222,2,28.0,17,50,57,15,16,53.19,47.9,7,6.95
870185,Giovanni Confreste,Remo,M,17,2,15,13.33,2,1,0,1,3,0,0,0,0.0,1,6,0,1,1,0.0,20.0,6,0,1,0,22,0,0,16,0,0,0,12,24,475,2,82,26,1,84.63,73,210,50.0,0,0,0,0,0,0,0,5,0,0,2,0,7,31,924,96,0,62.0,17,40,71,26,11,47.06,52.59,5,6.93
852556,Matheus Trindade,Criciúma,M,17,1,17,5.88,0,0,0,0,5,0,0,0,0.0,5,10,0,1,1,0.0,26.32,2,0,0,0,43,0,4,9,0,0,0,20,33,467,1,88,21,0,83.08,79,201,25.0,0,0,0,0,0,0,0,9,0,0,2,0,3,24,1270,121,0,52.17,17,64,88,24,15,49.23,50.0,9,6.9
925142,Sebastian Gomez,Coritiba,M,17,2,22,9.09,0,0,1,0,8,0,0,2,0.0,6,9,0,1,0,0.0,33.33,5,0,1,2,26,0,3,14,0,0,0,19,19,471,2,108,12,1,86.84,62,240,23.08,0,0,0,0,0,0,0,9,0,0,2,0,4,12,1405,110,0,44.44,10,42,54,30,17,37.84,39.13,9,6.89
1470709,David Braga,Athletic Club,M,17,2,18,11.11,0,0,3,2,7,0,0,2,0.0,17,4,0,2,0,0.0,45.95,7,0,0,0,8,0,1,2,0,0,1,3,3,376,0,144,19,1,88.03,45,251,14.29,0,0,0,0,0,0,0,9,0,0,4,0,1,6,1139,119,0,27.27,25,50,56,8,15,54.95,49.56,11,6.89
1175760,Denilson,Cuiabá,M,17,0,12,0.0,0,0,0,0,3,0,0,0,0.0,9,7,0,0,0,0.0,56.25,2,0,0,0,32,0,1,5,1,0,0,10,13,678,3,156,31,0,86.73,90,320,10.0,0,0,0,0,0,0,0,13,0,0,2,0,6,9,1293,141,0,40.91,20,60,69,28,17,52.17,50.36,12,6.89
1107060,Felipinho,Athletico,M,17,0,14,0.0,0,0,0,1,5,0,0,0,0.0,16,4,0,0,0,0.0,76.19,5,0,0,0,46,0,1,12,1,0,0,13,26,466,0,81,20,0,83.05,79,202,0.0,0,0,0,0,0,0,0,17,0,0,0,0,5,14,1282,126,0,63.64,13,75,89,26,16,58.14,58.94,12,6.88
243185,Pedro Castro,Remo,M,17,0,8,0.0,0,0,0,0,2,0,0,0,0.0,1,5,0,0,0,0.0,50.0,1,0,0,0,14,0,0,11,0,0,0,9,27,360,3,65,15,2,84.72,55,174,19.23,0,0,0,0,0,0,0,11,0,0,1,0,1,12,1010,100,0,52.17,18,31,43,7,13,58.49,56.58,6,6.85
1046740,Stênio Zanetti,América Mineiro,M,17,1,16,6.25,0,1,6,2,5,0,0,0,0.0,15,6,0,1,0,0.0,55.56,5,0,0,1,7,0,0,1,0,0,0,6,2,245,3,94,4,0,82.04,44,155,12.9,0,0,0,0,0,0,0,6,0,0,3,0,3,11,754,126,0,47.83,23,45,56,10,9,52.33,51.38,16,6.8
1217904,Pedrinho,Goiás,M,17,1,24,4.17,0,0,0,2,7,0,0,0,0.0,21,8,0,1,1,0.0,39.62,9,1,0,0,20,0,1,6,0,0,0,11,3,236,3,95,2,2,79.24,49,152,16.67,0,0,0,0,0,0,0,9,0,0,0,0,3,6,1140,168,0,33.33,24,65,71,19,16,42.76,41.76,25,6.75
249911,Fernando Elizari,América Mineiro,M,17,0,13,0.0,0,0,0,1,2,0,0,0,0.0,13,6,0,0,0,0.0,59.09,5,0,0,1,11,0,0,2,0,0,0,3,5,309,0,107,12,0,88.03,37,188,25.0,0,0,0,0,0,0,0,8,0,0,2,0,2,3,735,75,0,30.0,15,39,42,7,7,60.0,56.0,7,6.75
866754,Marcão Silva,Goiás,M,17,1,16,6.25,0,0,0,0,4,0,0,0,0.0,2,6,0,1,1,0.0,22.22,6,0,0,0,16,0,2,11,1,1,0,15,32,334,0,62,9,1,78.14,73,148,0.0,0,0,0,0,0,0,0,11,0,0,2,0,5,36,1213,113,0,57.14,8,26,62,26,15,31.33,42.47,9,6.64
989892,Welliton,Goiás,M,17,0,15,0.0,0,0,2,2,3,0,0,0,0.0,26,8,0,0,0,0.0,45.61,4,0,0,1,14,0,0,5,0,0,0,5,0,223,1,99,9,0,79.82,45,145,9.09,0,0,0,0,0,0,0,7,0,0,1,0,3,13,1086,187,0,32.5,33,72,85,18,13,46.45,43.59,30,6.64
1175321,Raí,Volta Redonda,M,16,0,42,0.0,3,0,0,0,15,0,0,0,0.0,9,8,0,0,0,0.0,69.23,19,0,0,1,21,0,0,9,0,0,0,9,4,531,2,190,33,1,87.19,68,328,22.92,0,0,0,0,0,0,0,11,0,0,2,0,2,4,1104,138,0,21.05,26,56,60,15,12,59.57,53.1,11,7.25
82680,Giovanni Augusto,Chapecoense,M,16,1,18,5.56,0,0,7,1,8,0,0,0,0.0,6,6,0,1,1,0.0,60.0,4,0,0,0,17,0,0,5,0,0,0,13,7,533,4,139,32,5,76.92,123,268,32.14,0,0,0,0,0,0,0,10,0,0,0,0,3,8,1243,188,0,42.11,25,48,56,17,16,50.53,49.12,13,7.22
1010635,Netinho,Ferroviária,M,16,2,31,6.45,7,0,0,0,15,1,1,0,100.0,13,8,1,1,2,14.29,68.42,8,0,1,1,22,0,0,10,0,0,0,11,10,719,0,155,78,2,90.13,71,334,26.32,0,0,0,0,0,0,0,16,0,0,1,0,3,8,1107,149,1,61.54,18,53,61,28,14,50.0,51.26,9,7.17
1018871,Dodô,Vila Nova FC,M,16,2,23,8.7,4,0,0,1,8,1,0,0,100.0,15,8,1,2,2,0.0,71.43,7,0,0,1,16,0,2,7,0,0,0,2,4,308,1,95,18,0,85.06,46,192,36.84,0,0,0,0,0,0,0,7,0,0,2,0,0,0,791,128,0,0.0,24,55,55,12,7,63.22,55.56,14,7.13
1650085,Robert Santos,Atlético Goianiense,M,16,2,28,7.14,4,0,1,0,9,0,0,2,0.0,15,7,0,2,0,0.0,55.56,12,0,0,0,14,0,0,3,0,0,0,15,8,348,3,119,29,4,70.98,101,199,24.14,0,0,0,0,0,0,0,7,0,0,1,0,2,6,852,190,0,50.0,15,44,50,12,10,48.89,49.02,8,7.11
870329,Marcinho,Chapecoense,M,16,2,26,7.69,0,1,6,5,10,0,0,0,0.0,16,11,0,2,1,0.0,55.17,5,0,0,2,13,0,0,2,1,0,0,7,9,327,2,106,18,2,82.57,57,181,18.52,0,0,0,0,0,0,0,11,0,0,0,0,1,8,1137,141,0,25.81,23,52,60,19,16,50.0,44.44,16,7.03
840077,Lucas Mineiro,Cuiabá,M,16,2,16,12.5,0,1,0,0,3,0,0,1,0.0,6,10,0,1,0,0.0,75.0,3,0,1,0,22,0,0,7,0,1,0,14,28,534,1,75,25,1,86.52,72,226,50.0,0,0,0,0,0,0,0,13,0,0,2,0,3,26,1023,91,0,60.47,14,42,68,23,12,47.73,51.91,10,6.96
848630,Jean Irmer,Novorizontino,M,16,2,24,8.33,3,0,0,1,6,0,1,0,0.0,2,13,0,0,2,33.33,66.67,5,0,2,0,27,0,5,12,0,0,0,10,35,434,0,57,47,0,82.72,75,161,50.0,0,0,0,0,0,0,0,6,0,0,1,0,5,20,1026,97,1,60.61,14,41,61,21,13,51.25,53.98,7,6.88
124747,Adailton,Remo,M,16,1,27,3.7,0,0,1,2,7,0,0,0,0.0,9,11,0,1,1,0.0,45.0,9,1,0,0,7,0,0,2,0,0,0,4,6,146,2,35,3,1,69.18,45,74,10.0,0,0,0,0,0,0,0,7,0,0,1,0,0,13,780,101,0,37.14,15,31,44,6,9,53.45,47.31,7,6.83
1172986,Miqueias,América Mineiro,M,16,1,18,5.56,0,0,0,1,3,0,0,0,0.0,1,12,0,1,1,0.0,10.0,3,1,0,0,17,1,1,5,0,0,0,6,16,504,1,133,11,2,85.91,71,276,20.0,0,0,0,0,0,0,0,14,0,0,2,0,5,13,1162,121,0,52.0,12,30,43,27,15,39.47,42.57,5,6.81
974329,Bruno José,Novorizontino,M,16,0,10,0.0,0,0,7,0,1,0,0,0,0.0,8,5,0,0,0,0.0,44.44,4,1,0,0,12,0,0,1,0,0,0,5,6,194,0,79,7,1,74.23,50,124,17.5,0,0,0,0,0,0,0,4,0,0,1,0,2,13,624,108,0,76.47,6,26,39,9,7,49.06,55.71,3,6.8
355836,Juan Zuluaga,Operário-PR,M,16,1,13,7.69,0,0,1,1,2,0,0,0,0.0,6,4,0,1,1,0.0,100.0,7,0,0,1,20,0,2,14,0,0,0,7,13,476,1,82,28,0,89.29,51,216,33.33,0,0,0,0,0,0,0,10,0,0,2,0,4,12,985,72,0,42.86,3,29,41,29,12,39.73,40.59,8,6.79
1412631,Juan Christian,Cuiabá,M,16,2,18,11.11,0,1,4,0,7,0,0,1,0.0,14,4,0,2,0,0.0,56.0,7,0,0,1,9,0,0,6,1,0,0,9,5,195,3,65,5,0,74.87,49,117,22.22,0,0,0,0,0,0,0,8,0,0,2,0,1,6,855,131,0,33.33,7,30,36,10,10,42.25,40.45,13,6.79
870802,Ricardinho,Ferroviária,M,16,0,9,0.0,0,0,0,0,1,0,0,0,0.0,3,4,0,0,0,0.0,75.0,4,0,0,0,19,0,3,13,1,0,0,19,19,580,0,56,35,0,92.93,41,190,0.0,0,0,0,0,0,0,0,15,0,0,2,0,4,12,1244,55,1,44.44,15,37,49,17,15,46.84,46.23,5,6.79
868049,Ruan,Atlético Goianiense,M,16,0,1,0.0,0,0,0,0,1,0,0,0,0.0,7,0,0,0,0,0.0,43.75,0,0,0,0,13,0,3,5,1,1,0,8,13,314,1,105,5,0,85.35,46,189,17.24,0,0,0,0,0,0,0,10,0,0,0,0,1,6,906,119,0,46.15,13,33,39,7,9,55.93,54.17,3,6.79
870898,Janderson,Remo,M,16,0,15,0.0,0,0,3,2,4,0,0,0,0.0,12,6,0,0,0,0.0,50.0,5,0,0,1,9,0,0,7,0,1,0,12,4,254,1,76,12,2,73.62,67,144,33.33,0,0,0,0,0,0,0,7,0,0,2,0,2,4,996,157,0,19.05,16,37,41,21,13,39.36,35.65,13,6.73
1092324,Alejo Dramisino,Botafogo-SP,M,16,1,10,10.0,1,0,0,0,3,0,0,1,0.0,3,4,0,1,0,0.0,33.33,3,0,0,1,17,0,0,9,0,0,0,13,10,268,1,51,7,0,83.96,43,147,24.0,0,0,0,0,0,0,0,16,0,0,1,0,3,4,741,100,0,33.33,11,31,35,13,7,42.47,41.18,11,6.7
1031485,Sabit Abdulai,Botafogo-SP,M,16,0,3,0.0,0,0,0,0,0,0,0,0,0.0,9,3,0,0,0,0.0,50.0,0,0,0,0,20,0,2,13,0,0,0,7,11,424,0,69,17,0,84.67,65,176,0.0,0,0,0,0,0,0,0,6,0,0,1,0,4,9,828,104,0,42.86,16,44,53,23,10,47.83,46.9,10,6.69
874143,Luiz Fernando,Athletico,M,15,2,34,5.88,0,0,9,0,12,0,0,1,0.0,18,13,0,2,1,0.0,60.0,9,1,0,1,15,0,1,4,0,1,0,5,14,307,6,108,8,3,79.48,63,184,7.14,0,0,0,0,0,0,0,14,0,0,1,0,3,19,1128,129,0,41.3,19,52,71,18,15,54.17,50.0,11,7.15
1641124,JP,Avaí,M,15,4,17,23.53,0,0,1,2,7,0,0,1,0.0,9,6,0,3,3,0.0,64.29,4,1,1,0,24,0,2,9,0,0,0,14,3,260,1,62,26,1,75.77,63,113,20.0,0,0,0,0,0,0,0,4,0,0,2,0,2,8,782,108,0,40.0,12,45,53,10,10,51.72,49.53,14,7.13
1172056,Lucas Ronier,Coritiba,M,15,1,26,3.85,0,0,6,1,9,0,0,1,0.0,22,10,0,1,0,0.0,47.83,7,0,0,0,28,0,5,12,0,0,0,20,11,411,0,130,11,0,81.27,77,238,27.78,0,0,0,0,0,0,0,7,0,0,2,0,4,15,1196,189,0,51.72,31,81,96,20,14,50.63,50.79,19,6.99
1464962,Robinho,Volta Redonda,M,15,0,21,0.0,0,0,1,0,4,0,0,0,0.0,8,10,0,0,0,0.0,42.11,7,0,0,0,15,0,2,11,1,0,0,9,17,549,1,141,25,0,83.06,93,274,20.0,0,0,0,0,0,0,0,7,0,0,1,0,3,6,1082,162,0,19.35,27,50,56,19,13,47.17,40.88,18,6.95
594428,Patrick,Athletico,M,15,0,15,0.0,0,0,0,4,4,0,0,0,0.0,8,6,0,0,0,0.0,57.14,5,0,0,1,27,0,1,7,0,0,0,13,7,334,1,76,12,1,82.63,58,167,20.0,0,0,0,0,0,0,0,12,0,0,1,0,1,12,789,104,0,57.14,23,58,70,11,10,61.05,60.34,8,6.93
870342,Paraíba,Operário-PR,M,15,0,26,0.0,0,0,0,0,5,0,0,0,0.0,14,11,0,0,0,0.0,58.33,10,0,0,0,17,0,2,10,1,0,0,10,13,372,2,65,11,0,76.34,88,163,0.0,0,0,0,0,0,0,0,7,0,0,0,0,6,22,993,143,0,56.41,30,59,81,21,12,52.21,53.29,16,6.89
1018779,Jajá,Goiás,M,15,4,26,15.38,0,1,2,3,9,0,0,1,0.0,9,11,0,4,2,0.0,50.0,6,0,0,2,5,0,0,5,0,0,0,1,1,110,2,41,0,0,70.0,33,63,20.0,0,0,0,0,0,0,0,4,0,0,1,0,3,2,518,82,0,11.11,9,23,25,12,5,44.23,35.71,8,6.87
922601,Wallisson Luiz,Coritiba,M,15,0,7,0.0,0,0,1,0,2,0,0,0,0.0,6,3,0,0,0,0.0,33.33,2,0,0,0,18,0,0,17,1,0,0,1,13,170,1,27,7,0,80.0,34,76,25.0,0,0,0,0,0,0,0,3,0,0,1,0,6,6,578,73,0,30.0,14,38,44,19,6,50.0,45.83,7,6.7
311394,Carlos De Pena,Coritiba,M,15,1,5,20.0,1,0,0,0,1,0,0,1,0.0,0,2,0,1,0,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,8,4,156,0,40,10,0,73.72,41,81,19.05,0,0,0,0,0,0,0,4,0,0,1,0,1,3,260,74,0,42.86,2,5,8,2,0,31.25,34.78,1,6.67
1046439,Marcelinho,Atlético Goianiense,M,14,4,34,11.76,1,0,6,0,15,1,0,1,100.0,25,10,1,1,3,0.0,52.08,9,0,3,1,16,0,0,7,0,0,0,6,3,292,5,97,19,3,76.03,70,175,25.86,0,0,0,0,0,0,0,12,0,0,2,0,3,4,1072,199,1,36.36,33,74,78,13,14,53.24,52.0,24,7.2
1159656,Miguelito,América Mineiro,M,14,3,34,8.82,2,0,1,3,14,1,0,3,100.0,12,9,1,1,0,0.0,38.71,11,0,2,3,14,0,0,8,0,0,0,11,6,394,4,147,6,4,87.31,50,258,20.0,0,0,0,0,0,0,0,15,0,0,2,0,1,3,1052,187,0,42.86,13,39,42,12,12,37.5,37.84,23,7.19
880204,Jacy Maranhão,Coritiba,M,14,0,12,0.0,0,0,2,1,4,0,0,0,0.0,2,6,0,0,0,0.0,66.67,2,0,0,0,32,0,4,12,0,0,0,4,65,503,1,30,17,0,85.29,74,121,0.0,0,0,0,0,0,0,0,10,0,0,1,0,1,53,1053,92,0,71.62,16,49,102,14,12,71.01,71.33,1,7.16
973847,Sandry,Athletic Club,M,14,0,7,0.0,1,0,0,0,1,0,0,0,0.0,3,3,0,0,0,0.0,60.0,3,0,0,0,33,0,1,9,0,0,0,13,7,588,3,122,53,2,85.2,87,309,33.33,0,0,0,0,0,0,0,11,0,0,2,0,2,2,1053,143,0,40.0,8,43,45,24,13,48.31,47.87,7,7.12
1511706,Alexsandro Amorim,Athletic Club,M,14,1,16,6.25,0,0,2,1,4,0,0,0,0.0,16,6,0,0,1,0.0,53.33,6,0,1,1,27,0,0,11,0,0,0,11,3,424,5,130,28,2,81.6,78,230,13.51,0,0,0,0,0,0,0,10,0,0,6,0,3,4,1045,171,0,23.53,39,82,86,17,13,60.29,56.21,16,7.09
1016673,André Luiz,Volta Redonda,M,14,2,12,16.67,0,1,0,0,2,0,0,0,0.0,2,6,0,2,1,0.0,100.0,4,0,0,0,7,0,0,7,0,0,0,5,24,312,1,55,20,1,82.69,54,137,0.0,0,0,0,0,0,0,0,9,0,0,3,0,1,18,580,61,0,69.23,9,17,35,14,6,44.74,54.69,2,6.91
811310,Matheus Vargas,Paysandu SC,M,14,0,20,0.0,0,0,0,0,7,0,0,0,0.0,22,9,0,0,0,0.0,64.71,4,0,0,0,13,0,0,8,0,0,0,11,9,367,4,92,26,1,79.84,74,183,20.0,0,0,0,0,0,0,0,9,0,0,1,0,4,11,896,137,0,47.83,23,58,69,20,11,49.15,48.94,19,6.91
833435,Diego Zabala,Amazonas FC,M,14,0,17,0.0,1,0,0,2,4,0,0,0,0.0,7,8,0,0,0,0.0,50.0,5,0,0,0,13,0,1,0,0,0,0,6,1,233,6,83,13,3,73.82,61,140,27.78,0,0,0,0,0,0,0,9,0,0,1,0,2,3,703,138,0,27.27,4,23,26,5,8,46.0,42.62,10,6.88
868120,Willian Maranhão,Atlético Goianiense,M,14,1,10,10.0,0,0,0,0,2,0,0,1,0.0,4,6,0,1,0,0.0,80.0,2,0,0,0,19,0,1,14,1,0,0,5,28,373,0,57,17,1,81.23,70,164,0.0,0,0,0,0,0,0,0,9,0,0,1,0,3,21,986,89,0,70.0,9,32,53,20,13,49.23,55.79,8,6.86
880215,Todinho,Vila Nova FC,M,14,1,13,7.69,0,0,0,2,5,0,0,0,0.0,7,7,0,1,1,0.0,43.75,1,0,0,0,10,1,0,4,0,0,0,6,11,229,2,65,4,1,71.18,66,111,12.5,0,0,0,0,0,0,0,5,0,0,4,0,1,22,806,126,0,42.31,17,34,56,9,10,50.0,46.67,11,6.84
937943,Rafael Tavares,Amazonas FC,M,14,0,11,0.0,5,0,1,0,2,0,0,0,0.0,5,5,0,0,0,0.0,55.56,4,0,0,0,7,0,0,4,0,0,0,8,8,286,2,80,14,1,76.92,66,147,29.41,0,0,0,0,0,0,0,6,0,0,2,0,0,8,612,116,0,53.33,24,36,44,6,8,59.02,57.89,7,6.82
1046496,Ian Luccas,Ferroviária,M,14,0,10,0.0,0,0,0,0,2,0,0,0,0.0,9,5,0,0,0,0.0,39.13,3,0,0,0,15,0,0,3,0,0,0,3,11,191,2,40,7,0,68.06,61,69,0.0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,469,106,0,51.61,7,31,47,5,4,47.69,48.96,12,6.71
992024,Rhaldney,Atlético Goianiense,M,13,0,13,0.0,0,0,1,1,4,0,0,0,0.0,19,7,0,0,0,0.0,79.17,2,0,0,0,30,0,4,16,0,0,0,11,8,627,1,186,42,1,89.31,67,350,8.33,0,0,0,0,0,0,0,9,0,0,2,0,3,11,1066,117,0,47.83,14,63,74,20,13,58.33,56.49,10,7.24
1130178,Emerson Ramon,Avaí,M,13,3,17,17.65,0,0,2,1,9,0,0,1,0.0,9,4,0,2,2,0.0,60.0,4,0,1,0,10,0,0,6,0,0,0,3,9,223,2,83,4,0,83.41,37,145,22.22,0,0,0,0,0,0,0,6,0,0,0,0,0,7,680,93,0,43.75,26,45,52,11,7,66.18,61.9,3,7.05
981621,Índio,Operário-PR,M,13,2,14,14.29,0,2,0,1,6,0,0,0,0.0,4,4,0,2,0,0.0,57.14,4,0,0,0,12,0,2,9,0,0,0,1,14,435,0,82,13,0,89.2,47,211,0.0,0,0,0,0,0,0,0,8,0,0,1,0,1,15,673,70,0,60.0,8,24,39,14,7,58.54,59.09,1,6.92
982557,Gabriel Bispo,Botafogo-SP,M,13,0,24,0.0,2,0,0,0,5,0,0,0,0.0,5,13,0,0,0,0.0,41.67,6,0,0,0,26,0,5,12,1,1,0,14,33,459,2,69,11,1,80.17,91,187,25.0,0,0,0,0,0,0,0,13,0,0,2,0,3,43,992,126,0,63.24,9,40,83,24,11,46.51,53.9,4,6.92
840132,Zé Ricardo,Avaí,M,13,0,9,0.0,0,0,0,0,2,0,0,0,0.0,1,5,0,0,0,0.0,33.33,2,0,0,0,24,0,5,12,1,0,0,12,19,590,0,81,34,1,85.42,86,211,0.0,0,0,0,0,0,0,0,9,0,0,3,0,3,17,1091,115,0,53.13,10,34,51,14,13,48.57,50.0,8,6.9
1467723,Fabio Matheus,Novorizontino,M,13,0,9,0.0,0,0,0,0,2,0,0,0,0.0,12,5,0,0,0,0.0,70.59,2,0,0,0,15,1,3,11,1,0,0,10,22,446,1,79,37,1,82.51,78,185,17.65,0,0,0,0,0,0,0,8,0,0,2,0,2,17,891,138,0,62.96,10,37,54,10,10,56.06,58.06,5,6.86
1836909,Tevis,Athletico,M,13,1,7,14.29,0,0,0,1,2,0,0,0,0.0,12,2,0,1,1,0.0,52.17,3,1,0,2,7,0,0,5,0,0,0,3,5,184,3,61,10,1,80.98,35,114,10.0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,511,80,0,50.0,5,24,25,2,4,54.55,54.35,4,6.85
1016874,Juninho,Criciúma,M,13,1,15,6.67,0,1,0,1,8,0,0,0,0.0,10,4,0,1,0,0.0,43.48,3,0,0,0,9,0,1,5,0,0,0,12,1,267,1,79,6,2,83.9,43,146,25.0,0,0,0,0,0,0,0,4,0,0,1,0,1,7,578,92,0,77.78,15,34,41,4,5,45.33,48.81,12,6.82
835259,Jefferson Nem,Botafogo-SP,M,13,1,23,4.35,0,0,3,2,11,0,0,0,0.0,11,6,0,1,1,0.0,44.0,6,0,0,0,12,0,0,0,0,0,0,10,5,300,1,90,12,0,80.0,60,160,4.76,0,0,0,0,0,0,0,11,0,0,4,0,0,11,818,129,0,50.0,15,38,49,10,10,44.19,45.37,15,6.81
1148301,Guilherme Lobo,Criciúma,M,13,0,12,0.0,0,0,2,1,1,0,0,0,0.0,5,8,0,0,0,0.0,62.5,3,0,0,0,19,0,1,8,0,0,0,8,17,356,2,79,19,1,81.74,65,170,0.0,0,0,0,0,0,0,0,7,0,0,1,0,3,10,853,87,0,40.0,13,37,47,10,12,61.67,55.29,2,6.81
989385,Welinton,Athletic Club,M,13,2,10,20.0,0,1,4,2,5,0,0,1,0.0,6,3,0,2,0,0.0,28.57,2,1,0,0,8,0,0,4,1,0,0,4,15,192,3,82,3,0,71.35,55,110,17.86,0,0,0,0,0,0,0,12,0,0,3,0,1,15,795,127,0,55.56,17,30,45,11,9,42.25,45.92,11,6.77
1101061,Leo Naldi,Criciúma,M,13,0,5,0.0,0,0,0,0,1,0,0,0,0.0,1,2,0,0,0,0.0,100.0,2,0,0,0,13,0,1,5,0,0,0,3,11,158,0,32,8,0,73.42,42,65,33.33,0,0,0,0,0,0,0,2,0,0,0,0,1,8,463,58,1,34.78,8,22,30,7,3,61.11,50.85,6,6.72
877571,Jorge Roa Jiménez,Chapecoense,M,13,0,3,0.0,0,0,0,0,1,0,0,0,0.0,2,1,0,0,0,0.0,100.0,1,0,0,0,12,0,0,3,0,0,0,4,16,175,0,21,6,1,85.14,26,61,33.33,0,0,0,0,0,0,0,6,0,0,0,0,1,7,309,31,0,58.33,2,16,23,4,3,64.0,62.16,1,6.71
1645786,Calebe Costa,Cuiabá,M,13,0,4,0.0,0,0,0,0,2,0,0,0,0.0,2,1,0,0,0,0.0,40.0,1,0,0,0,11,0,1,10,0,0,0,4,27,243,0,30,14,0,84.36,38,87,33.33,0,0,0,0,0,0,0,5,0,0,1,0,3,8,555,52,0,61.54,5,18,26,6,5,48.65,52.0,6,6.71
870764,Robinho,Botafogo-SP,M,13,0,8,0.0,1,0,1,0,3,0,0,0,0.0,10,2,0,0,0,0.0,41.67,3,0,0,0,8,0,0,1,0,0,0,7,4,151,3,39,2,0,73.51,40,87,26.0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,571,130,0,16.67,15,33,34,6,6,42.86,40.96,17,6.66
871172,Geovane,Coritiba,M,13,0,4,0.0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0.0,50.0,2,0,0,0,4,0,0,5,1,0,0,1,10,136,0,22,2,0,89.71,14,78,0.0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,285,21,0,25.0,0,5,7,8,1,29.41,28.0,2,6.64
870920,Rafael Gava,Goiás,M,12,1,8,12.5,2,1,1,0,2,0,0,0,0.0,2,2,0,1,0,0.0,66.67,4,0,0,0,13,0,2,2,0,0,0,10,5,435,4,149,32,4,85.06,65,268,19.51,0,0,0,0,0,0,0,6,0,0,1,0,0,9,826,151,0,75.0,10,25,34,10,10,49.02,53.97,5,7.23
1515290,Andrey,Avaí,M,12,1,8,12.5,1,0,4,0,4,0,1,1,0.0,1,2,0,0,0,100.0,20.0,2,0,1,0,23,0,4,12,0,0,0,12,37,339,2,81,11,1,73.45,90,155,26.0,0,0,0,0,0,0,0,11,0,0,1,0,0,12,980,180,0,48.0,5,29,41,4,10,53.7,51.9,5,7.08
162579,Gonzalo Freitas,Goiás,M,12,0,15,0.0,0,0,0,0,2,0,0,0,0.0,1,12,0,0,0,0.0,100.0,1,0,0,0,13,0,2,11,0,0,0,5,25,257,1,38,16,0,82.1,46,105,50.0,0,0,0,0,0,0,0,3,0,0,1,0,4,28,690,57,0,65.12,3,17,45,14,6,48.57,57.69,0,7.02
928137,Everton Morelli,Criciúma,M,12,1,12,8.33,0,0,1,0,2,0,0,0,0.0,1,9,0,0,1,0.0,25.0,1,0,1,1,17,0,1,7,0,0,0,4,12,300,0,68,9,1,82.67,52,159,85.71,0,0,0,0,0,0,0,7,0,0,1,0,5,12,787,87,0,60.0,24,42,54,17,9,54.55,55.67,11,7.0
90862,Giuliano,Athletico,M,12,3,17,17.65,0,1,0,3,10,2,0,0,100.0,4,6,2,3,2,0.0,40.0,1,0,0,0,4,0,0,6,0,0,0,6,5,358,2,88,8,0,85.75,51,195,55.56,0,0,0,0,0,0,0,7,0,0,0,0,1,5,620,82,0,71.43,5,13,18,3,7,40.63,46.15,4,6.99
2120751,Luan Martins Gonçalves,Remo,M,12,1,10,10.0,1,1,0,1,3,0,0,0,0.0,4,5,0,1,0,0.0,57.14,2,0,0,0,17,0,1,7,2,0,0,3,30,487,1,71,38,0,87.27,62,206,28.57,0,0,0,0,0,0,0,7,0,0,1,0,6,24,827,82,0,68.57,12,33,57,22,9,50.77,57.0,5,6.99
796925,Allano,Operário-PR,M,12,1,18,5.56,0,0,2,3,5,0,0,1,0.0,9,8,0,1,0,0.0,39.13,5,0,0,0,16,0,0,7,0,0,0,18,6,289,1,77,6,2,75.43,71,132,0.0,0,0,0,0,0,0,0,6,0,0,0,0,2,18,810,138,0,69.23,35,59,77,20,12,47.97,51.68,14,6.91
